"method","distribution","seed","N","n1","n2","delta","rate1","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BM","Exp",25556,10000,10,10,0.5,1.5,0,0.331388916825908,0.319263361595278,0.343514472056538,0.533842904555969,0.524065379033386,0.543620430078552,0.649200442522378,0.641350168359544,0.657050716685211,6455,5308,3295
"BM","Exp",413706,10000,10,10,1,1.5,0,0.741298001347406,0.73001714249613,0.752578860198682,0.896025151583202,0.890042684474302,0.902007618692103,0.948124859645183,0.944476662395618,0.951773056894748,8444,7980,6602
"BM","Exp",4113442,10000,10,10,1.5,1.5,0,0.900270830014338,0.892552140880646,0.90798951914803,0.970686633742234,0.967380438905817,0.97399282857865,0.989326111199618,0.987635682042107,0.991016540357128,6210,6093,5651
"BM","Exp",7840050,10000,10,10,2,1.5,0,0.957580733442802,0.952388967131852,0.962772499753753,0.992063492063492,0.990324328080992,0.993802656045992,0.998357963875205,0.997691923741551,0.999024004008859,3648,3625,3499
"BM","Exp",3128350,10000,10,10,2.5,1.5,0,0.987172909184197,0.984274187243416,0.990071631124978,0.998973832734736,0.998346291589673,0.999601373879798,1,1,1,1949,1947,1924
"BM","Exp",398998,10000,10,10,5,1.5,0,1,1,1,1,1,1,1,1,1,30,30,30
"BM","Exp",239621,10000,20,20,0,1,1,0.0139,0.0108841222153569,0.0169158777846431,0.0543,0.0498584691736294,0.0587415308263706,0.1024,0.0974127940558265,0.107387205944174,1024,543,139
"BM","Exp",11329406,10000,20,20,0,0.5,1,0.0142,0.0111522142245991,0.0172477857754009,0.0558,0.0513011121310262,0.0602988878689738,0.105,0.0999571962225861,0.110042803777414,1050,558,142
"BM","Exp",174205,10000,20,20,0,0.25,1,0.0119,0.00910668580069051,0.0146933141993095,0.048,0.0438101819418977,0.0521898180581023,0.0969,0.0920337354870522,0.101766264512948,969,480,119
"BM","Exp",116782594,10000,20,20,0,0.125,1,0.0138,0.0107948379142123,0.0168051620857877,0.0507,0.0464000659817155,0.0549999340182845,0.0977,0.0928158537170991,0.102584146282901,977,507,138
"BM","Exp",12072922,10000,20,20,0.5,1,0,0.3623,0.349918073143129,0.374681926856871,0.5881,0.578453327003448,0.597746672996552,0.7004,0.692864538149284,0.707935461850716,7004,5881,3623
"BM","Exp",78373,10000,20,20,0.5,0.5,0,0.0953,0.0877361204534435,0.102863879546557,0.2249,0.216716677486595,0.233083322513405,0.3245,0.31679831185068,0.33220168814932,3245,2249,953
"BM","Exp",79268,10000,20,20,0.5,0.25,0,0.035,0.0302658333954116,0.0397341666045884,0.1038,0.0978219820065845,0.109778017993416,0.1705,0.164313624330484,0.176686375669516,1705,1038,350
"BM","Exp",3162126,10000,20,20,0.5,0.125,0,0.0197,0.0161202023954955,0.0232797976045045,0.0678,0.0628725132221791,0.0727274867778209,0.1261,0.120639224590685,0.131560775409315,1261,678,197
"BM","Exp",21893,10000,20,20,1,1,0,0.856685668566857,0.847659541968581,0.865711795165132,0.952795279527953,0.948638580452116,0.956951978603789,0.977797779777978,0.975374025276222,0.980221534279733,9777,9527,8566
"BM","Exp",23232,10000,20,20,1,0.5,0,0.3476,0.335332877031634,0.359867122968366,0.5693,0.559594585251438,0.579005414748562,0.6879,0.680277885976451,0.695522114023548,6879,5693,3476
"BM","Exp",908813,10000,20,20,1,0.25,0,0.105,0.0971031838719646,0.112896816128035,0.2396,0.23123394852667,0.24796605147333,0.3408,0.333003058160125,0.348596941839875,3408,2396,1050
"BM","Exp",27248033,10000,20,20,1,0.125,0,0.0287,0.0243990588371083,0.0330009411628917,0.1012,0.0952887699749037,0.107111230025096,0.1677,0.161554285503884,0.173845714496116,1677,1012,287
"BM","Exp",24008267,10000,20,20,1.5,1,0,0.982722036980903,0.979365376030601,0.986078697931206,0.996766696978883,0.995654002238841,0.997879391718924,0.998888552086491,0.998340440506343,0.999436663666638,9886,9865,9726
"BM","Exp",2521814,10000,20,20,1.5,0.5,0,0.6533,0.641040320729483,0.665559679270517,0.8427,0.83556396568719,0.84983603431281,0.9038,0.898949465400608,0.908650534599392,9038,8427,6533
"BM","Exp",91959,10000,20,20,1.5,0.25,0,0.2075,0.197053891204855,0.217946108795145,0.4027,0.393087349695656,0.412312650304344,0.523,0.514783706658261,0.531216293341739,5230,4027,2075
"BM","Exp",892635,10000,20,20,1.5,0.125,0,0.0583,0.0522641780335122,0.0643358219664877,0.1583,0.15114556747061,0.16545443252939,0.2466,0.239509526367364,0.253690473632636,2466,1583,583
"BM","Exp",656321,10000,20,20,2,1,0,0.998714239794278,0.997791144642774,0.999637334945783,1,1,1,1,1,1,9333,9333,9321
"BM","Exp",1310232,10000,20,20,2,0.5,0,0.856071214242849,0.847029003256396,0.865113425229301,0.952090418083617,0.947904349310964,0.95627648685627,0.9749949989998,0.972426493296141,0.977563504703459,9748,9519,8559
"BM","Exp",5240540,10000,20,20,2,0.25,0,0.3573,0.344955698606495,0.369644301393505,0.5804,0.570727527291618,0.590072472708382,0.6948,0.687224905207959,0.702375094792041,6948,5804,3573
"BM","Exp",298717565,10000,20,20,2,0.125,0,0.1008,0.0930445987225459,0.108555401277454,0.2334,0.225109305646063,0.241690694353937,0.3411,0.33330140232792,0.34889859767208,3411,2334,1008
"BM","Exp",2173950,10000,20,20,2.5,1,0,0.999751150926963,0.999344838758755,1.00015746309517,1,1,1,1,1,1,8037,8037,8035
"BM","Exp",105880,10000,20,20,2.5,0.5,0,0.945201362452414,0.939338726748352,0.951063998156476,0.988278902023643,0.98616939982923,0.990388404218055,0.995191344419956,0.994053373842833,0.996329314997079,9934,9865,9435
"BM","Exp",36613910,10000,20,20,2.5,0.25,0,0.5151,0.502225874877436,0.527974125122564,0.7295,0.720793324586273,0.738206675413727,0.8236,0.817329915962956,0.829870084037044,8236,7295,5151
"BM","Exp",262796,10000,20,20,2.5,0.125,0,0.1476,0.138462849928724,0.156737150071276,0.317,0.307879974464948,0.326120025535052,0.4311,0.422953465883827,0.439246534116173,4311,3170,1476
"BM","Exp",5313282,10000,20,20,5,1,0,1,1,1,1,1,1,1,1,1,1171,1171,1171
"BM","Exp",5559933,10000,20,20,5,0.5,0,1,1,1,1,1,1,1,1,1,8020,8020,8020
"BM","Exp",1659931,10000,20,20,5,0.25,0,0.947110087148152,0.94134464637066,0.952875527925644,0.987779224681959,0.985625771694675,0.989932677669243,0.995191826104377,0.994053912248721,0.996329739960034,9935,9861,9455
"BM","Exp",64155871,10000,20,20,5,0.12,0,0.4857,0.472825268740025,0.498574731259975,0.7063,0.697373059343224,0.715226940656776,0.802,0.795444804000642,0.808555195999358,8020,7063,4857
"BM","Exp",43729,10000,20,20,0,1.5,1,0.0129,0.00999315891531993,0.0158068410846801,0.0536,0.0491855578284001,0.0580144421715999,0.1,0.095065,0.104935,1000,536,129
"BM","Exp",1710370,10000,20,20,0.5,1.5,0,0.654965496549655,0.642719719929031,0.667211273170279,0.838583858385839,0.831372737075106,0.845794979696572,0.904190419041904,0.899348691764358,0.90903214631945,9041,8385,6549
"BM","Exp",369171,10000,20,20,1,1.5,0,0.981423523472993,0.97794531377323,0.984901733172757,0.997375063099445,0.99637219282644,0.99837793337245,0.999293286219081,0.998856132510409,0.999730439927754,9898,9879,9721
"BM","Exp",22551,10000,20,20,1.5,1.5,0,0.999546330951571,0.99899778009365,1.00009488180949,1,1,1,1,1,1,8817,8817,8813
"BM","Exp",179549658,10000,20,20,2,1.5,0,1,1,1,1,1,1,1,1,1,6262,6262,6262
"BM","Exp",40906,10000,20,20,2.5,1.5,0,1,1,1,1,1,1,1,1,1,3669,3669,3669
"BM","Exp",326505,10000,20,20,5,1.5,0,1,1,1,1,1,1,1,1,1,104,104,104
"BM","Exp",35905060,10000,100,100,0,1,1,0.0108,0.00813743762725904,0.013462562372741,0.0506,0.0463040823911066,0.0548959176088934,0.1028,0.0978041764366223,0.107795823563378,1028,506,108
"BM","Exp",95007195,10000,100,100,0,0.5,1,0.0099,0.00734963120325236,0.0124503687967476,0.0489,0.0446730842489588,0.0531269157510412,0.0988,0.0938914302559299,0.10370856974407,988,489,99
"BM","Exp",286795,10000,100,100,0,0.25,1,0.0122,0.00937212450238417,0.0150278754976158,0.0555,0.05101250948079,0.05998749051921,0.11,0.104852963498284,0.115147036501716,1100,555,122
"BM","Exp",5867517,10000,100,100,0,0.125,1,0.0097,0.00717526898390819,0.0122247310160918,0.0484,0.0441936445525372,0.0526063554474628,0.0963,0.0914472134755612,0.101152786524439,963,484,97
"BM","Exp",692069,10000,100,100,0.5,1,0,0.99,0.987436912362013,0.992563087637987,0.9984,0.997616627451081,0.999183372548919,0.9995,0.999132258787495,0.999867741212506,9995,9984,9900
"BM","Exp",40523,10000,100,100,0.5,0.5,0,0.5624,0.549620696885815,0.575179303114185,0.7773,0.769145252585543,0.785454747414457,0.8573,0.851546338594619,0.863053661405381,8573,7773,5624
"BM","Exp",336900442,10000,100,100,0.5,0.25,0,0.1332,0.124446990044438,0.141953009955563,0.3042,0.295182671558738,0.313217328441262,0.4194,0.411282568525506,0.427517431474494,4194,3042,1332
"BM","Exp",294552544,10000,100,100,0.5,0.125,0,0.0373,0.0324185846723623,0.0421814153276377,0.1134,0.107185209944785,0.119614790055215,0.1905,0.184040159144811,0.196959840855189,1905,1134,373
"BM","Exp",336091154,10000,100,100,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",806406,10000,100,100,1,0.5,0,0.9909,0.988453859100758,0.993346140899242,0.9989,0.998250299171618,0.999549700828382,0.9993,0.998864926265128,0.999735073734871,9993,9989,9909
"BM","Exp",14167559,10000,100,100,1,0.25,0,0.5606,0.547814949974096,0.573385050025904,0.7832,0.775123521343952,0.791276478656048,0.8627,0.857038505758391,0.868361494241609,8627,7832,5606
"BM","Exp",166508405,10000,100,100,1,0.125,0,0.1323,0.123572083564235,0.141027916435765,0.3029,0.293893558149058,0.311906441850942,0.4188,0.410684186815088,0.426915813184913,4188,3029,1323
"BM","Exp",101097,10000,100,100,1.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",47605,10000,100,100,1.5,0.5,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"BM","Exp",362815210,10000,100,100,1.5,0.25,0,0.9021,0.894444658906699,0.909755341093301,0.97,0.966656490466591,0.973343509533409,0.9871,0.985243729198642,0.988956270801358,9871,9700,9021
"BM","Exp",791673,10000,100,100,1.5,0.125,0,0.3281,0.316005127503142,0.340194872496858,0.5565,0.546762769118481,0.566237230881519,0.675,0.667295233719476,0.682704766280524,6750,5565,3281
"BM","Exp",153326665,10000,100,100,2,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",5161882,10000,100,100,2,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",2831189,10000,100,100,2,0.25,0,0.989,0.986313169020872,0.991686830979128,0.9986,0.997867148687386,0.999332851312614,0.9996,0.999271065806581,0.999928934193419,9996,9986,9890
"BM","Exp",11118727,10000,100,100,2,0.125,0,0.5714,0.558651999845532,0.584148000154468,0.7811,0.772995387201945,0.789204612798055,0.8584,0.852664881663156,0.864135118336844,8584,7811,5714
"BM","Exp",95908,10000,100,100,2.5,1,0,1,1,1,1,1,1,1,1,1,9998,9998,9998
"BM","Exp",26799388,10000,100,100,2.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",200325,10000,100,100,2.5,0.25,0,0.9994,0.998769200767229,1.00003079923277,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9994
"BM","Exp",68417478,10000,100,100,2.5,0.125,0,0.7683,0.757431382817601,0.779168617182399,0.9075,0.901821282627212,0.913178717372788,0.9494,0.945794497721107,0.953005502278893,9494,9075,7683
"BM","Exp",254088,10000,100,100,5,1,0,1,1,1,1,1,1,1,1,1,4834,4834,4834
"BM","Exp",1183474,10000,100,100,5,0.5,0,1,1,1,1,1,1,1,1,1,9998,9998,9998
"BM","Exp",365836733,10000,100,100,5,0.25,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",1175416,10000,100,100,5,0.12,0,0.9984,0.997370424649992,0.999429575350008,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9984
"BM","Exp",85492014,10000,100,100,0,1.5,1,0.01,0.00743691236201335,0.0125630876379867,0.047,0.0428518786710126,0.0511481213289874,0.0958,0.090958489164331,0.100641510835669,958,470,100
"BM","Exp",16317252,10000,100,100,0.5,1.5,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"BM","Exp",64273,10000,100,100,1,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","Exp",24088,10000,100,100,1.5,1.5,0,1,1,1,1,1,1,1,1,1,9999,9999,9999
"BM","Exp",86989772,10000,100,100,2,1.5,0,1,1,1,1,1,1,1,1,1,9935,9935,9935
"BM","Exp",143234207,10000,100,100,2.5,1.5,0,1,1,1,1,1,1,1,1,1,9024,9024,9024
"BM","Exp",5693560,10000,100,100,5,1.5,0,1,1,1,1,1,1,1,1,1,569,569,569
"BM","Exp",530713,10000,10,100,0,1,1,0.0176,0.0142127568787251,0.0209872431212749,0.0562,0.0516859723428406,0.0607140276571594,0.1029,0.0979020257070514,0.107897974292949,1029,562,176
"BM","Exp",24919117,10000,10,100,0,0.5,1,0.0163,0.013038097342431,0.019561902657569,0.058,0.0534186283975211,0.0625813716024789,0.1042,0.099174198972114,0.109225801027886,1042,580,163
"BM","Exp",745569,10000,10,100,0,0.25,1,0.0179,0.0144845319294152,0.0213154680705848,0.0573,0.0527446669371384,0.0618553330628616,0.1027,0.0977063286343838,0.107693671365616,1027,573,179
"BM","Exp",651812,10000,10,100,0,0.125,1,0.0163,0.013038097342431,0.019561902657569,0.058,0.0534186283975211,0.0625813716024789,0.1041,0.0990763307859718,0.109123669214028,1041,580,163
"BM","Exp",1097488,10000,10,100,0.5,1,0,0.1792,0.169320532537675,0.189079467462325,0.3769,0.367401653344797,0.386398346655203,0.5053,0.497075462093481,0.513524537906519,5053,3769,1792
"BM","Exp",148010,10000,10,100,0.5,0.5,0,0.0597,0.0535966785737915,0.0658033214262085,0.1592,0.152029095238563,0.166370904761437,0.2524,0.245254292681644,0.259545707318356,2524,1592,597
"BM","Exp",155173804,10000,10,100,0.5,0.25,0,0.0269,0.0227322588788573,0.0310677411211427,0.0897,0.0840992709344586,0.0953007290655414,0.1517,0.145798893859303,0.157601106140697,1517,897,269
"BM","Exp",76558477,10000,10,100,0.5,0.125,0,0.0187,0.0152104649781015,0.0221895350218985,0.0616,0.0568876186667036,0.0663123813332964,0.1141,0.10887000738844,0.11932999261156,1141,616,187
"BM","Exp",18812059,10000,10,100,1,1,0,0.53278771344852,0.519935436163279,0.54563999073376,0.76629281600485,0.757998329982126,0.774587302027574,0.854299282610892,0.84849562519998,0.860102940021804,8455,7584,5273
"BM","Exp",9522556,10000,10,100,1,0.5,0,0.178671468587435,0.168803405505494,0.188539531669376,0.378951580632253,0.369443110137502,0.388460051127004,0.501600640256102,0.49337568240192,0.509825598110285,5014,3788,1786
"BM","Exp",6769019,10000,10,100,1,0.25,0,0.0609,0.0547395785370363,0.0670604214629637,0.1611,0.15389458600451,0.16830541399549,0.2481,0.240995077797754,0.255204922202246,2481,1611,609
"BM","Exp",5458859,10000,10,100,1,0.125,0,0.0278,0.0235650716691287,0.0320349283308713,0.0859,0.0804077599879102,0.0913922400120898,0.15,0.144126175117524,0.155873824882476,1500,859,278
"BM","Exp",155671806,10000,10,100,1.5,1,0,0.76185309753716,0.750880639059423,0.772825556014896,0.92144949549745,0.916176391593136,0.926722599401765,0.963437127047846,0.960349692581089,0.966524561514603,8880,8493,7022
"BM","Exp",41505,10000,10,100,1.5,0.5,0,0.35064674621478,0.33835478232252,0.36293871010704,0.594805976135566,0.585183756879195,0.604428195391937,0.714629499649052,0.707200832314336,0.722058166983769,7127,5932,3497
"BM","Exp",25109,10000,10,100,1.5,0.25,0,0.115111511151115,0.106890040531989,0.123332981770241,0.267826782678268,0.259147376903424,0.276506188453112,0.382738273827383,0.374742665277559,0.390733882377207,3827,2678,1151
"BM","Exp",154010353,10000,10,100,1.5,0.125,0,0.0455,0.0401316660616538,0.0508683339383462,0.1236,0.117149156718196,0.130050843281804,0.1975,0.190951045504481,0.204048954495519,1975,1236,455
"BM","Exp",349842,10000,10,100,2,1,0,0.885879568761504,0.877688984104068,0.89407015341894,0.976597423087037,0.973634327245654,0.979560518928419,0.992111490928215,0.990656220826814,0.993566761029615,7546,7428,6738
"BM","Exp",1015876,10000,10,100,2,0.5,0,0.526943686179355,0.514082400562081,0.539804971796629,0.75593974320089,0.747520981964808,0.764358504436972,0.846830451925993,0.840905970378153,0.852754933473834,8376,7477,5212
"BM","Exp",394617,10000,10,100,2,0.25,0,0.180554166249875,0.17064562454821,0.190462707951539,0.368810643192958,0.359353986399033,0.378267299986882,0.493648094428329,0.485423758158396,0.501872430698261,4935,3687,1805
"BM","Exp",450958,10000,10,100,2,0.125,0,0.0613,0.0551206968056053,0.0674793031943947,0.1664,0.15910018951435,0.17369981048565,0.2516,0.244461809892725,0.258738190107275,2516,1664,613
"BM","Exp",15932551,10000,10,100,2.5,1,0,0.947479732111385,0.941733352807335,0.953226111415436,0.992421572083186,0.990721788104985,0.994121356061388,0.997180119844907,0.996307815503951,0.998052424185863,5658,5631,5376
"BM","Exp",120738,10000,10,100,2.5,0.5,0,0.665698578985582,0.653546410423767,0.677850747547398,0.854060782076548,0.847141094786603,0.860980469366493,0.922310963592988,0.917907600933439,0.926714326252538,8892,8234,6418
"BM","Exp",76100694,10000,10,100,2.5,0.25,0,0.264679403821146,0.253315061744807,0.276043745897485,0.485045513654096,0.475249897913369,0.494841129394823,0.613384015204561,0.605373286344141,0.621394744064981,6132,4849,2646
"BM","Exp",883665,10000,10,100,2.5,0.125,0,0.087,0.0797399289021663,0.0942600710978337,0.2158,0.207737026907052,0.223862973092948,0.3185,0.310836034329776,0.326163965670224,3185,2158,870
"BM","Exp",17395,10000,10,100,5,1,0,0.995658465991317,0.993964819924888,0.997352112057746,1,1,1,1,1,1,691,691,688
"BM","Exp",50686414,10000,10,100,5,0.5,0,0.945652173913043,0.939812310900952,0.951492036925135,0.993863955119215,0.992333347731518,0.995394562506911,0.997896213183731,0.997142494199485,0.998649932167976,5692,5669,5394
"BM","Exp",17701824,10000,10,100,5,0.25,0,0.66815167840862,0.656021890610863,0.680281466206377,0.863137173642768,0.856400605081513,0.869873742204024,0.924264401160381,0.919912149023245,0.928616653297517,8921,8331,6449
"BM","Exp",5267761,10000,10,100,5,0.12,0,0.247349469893979,0.236234762432308,0.258464177355649,0.461792358471694,0.452021012911248,0.471563704032141,0.590418083616723,0.582328687270556,0.598507479962891,5903,4617,2473
"BM","Exp",22776207,10000,10,100,0,1.5,1,0.0169,0.0135796179373958,0.0202203820626042,0.058,0.0534186283975211,0.0625813716024789,0.1027,0.0977063286343838,0.107693671365616,1027,580,169
"BM","Exp",1551500,10000,10,100,0.5,1.5,0,0.356799519327058,0.344459064427647,0.369139974226469,0.597836971760465,0.588226415459204,0.607447528061725,0.721910674944923,0.714540126701148,0.729281223188698,7209,5970,3563
"BM","Exp",228712,10000,10,100,1,1.5,0,0.761753772140827,0.750779741157134,0.772727803124519,0.921823748086595,0.916562152799294,0.927085343373897,0.962059916903564,0.95891712155657,0.965202712250558,8799,8431,6967
"BM","Exp",190074275,10000,10,100,1.5,1.5,0,0.921462829736211,0.914533002717347,0.928392656755075,0.984112709832134,0.981661935035014,0.986563484629255,0.995653477218225,0.994571318432192,0.996735636004259,6643,6566,6148
"BM","Exp",90270,10000,10,100,2,1.5,0,0.97429435483871,0.970217688138098,0.978371021539321,0.997479838709677,0.996497135662297,0.998462541757058,0.999243951612903,0.998791807935738,0.999696095290069,3965,3958,3866
"BM","Exp",1877328,10000,10,100,2.5,1.5,0,0.989320388349515,0.986672546337858,0.991968230361171,0.999029126213592,0.998418709334614,0.999639543092571,1,1,1,2060,2058,2038
"BM","Exp",23227561,10000,10,100,5,1.5,0,1,1,1,1,1,1,1,1,1,53,53,53
