"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Cucconi","Normal2Var",28494758,1000,100,100,2,3,5,0,0.997,0.99254493479105,1.00145506520895,0.999,0.997040980245123,1.00095901975488,0.999,0.997355822705728,1.00064417729427
"Cucconi","Normal2Var",171584,1000,100,100,2.5,3,5,0,0.998,0.994360630700794,1.00163936929921,0.999,0.997040980245123,1.00095901975488,1,1,1
"Cucconi","Normal2Var",348981131,1000,100,100,0.5,1,5,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",71873,1000,100,100,1.5,1,5,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",41590128,1000,100,100,2,1,5,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",306405475,1000,100,100,2.5,1,5,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",37469837,1000,10,100,0,1,2,1,0.057,0.0381140370704589,0.0758859629295411,0.41,0.37951585592476,0.44048414407524,0.636,0.610970904698731,0.661029095301269
"Cucconi","Normal2Var",6828185,1000,10,100,0,3,5,1,0.014,0.00442919794876103,0.023570802051239,0.178,0.154291614445517,0.201708385554483,0.356,0.331092288029608,0.380907711970392
"Cucconi","Normal2Var",1088656,1000,10,100,0,1,5,1,0.847,0.817675320161748,0.876324679838252,1,1,1,1,1,1
"Cucconi","Normal2Var",174779691,1000,10,100,0.5,1,2,0,0.026,0.0130368062799324,0.0389631937200676,0.387,0.35681148215629,0.41718851784371,0.615,0.589687570851951,0.640312429148049
"Cucconi","Normal2Var",1474535,1000,10,100,1.5,1,2,0,0.258,0.222358361228249,0.293641638771751,0.784,0.758494080875216,0.809505919124784,0.928,0.914553596525465,0.941446403474536
"Cucconi","Normal2Var",113885857,1000,10,100,2,1,2,0,0.729,0.692792856080823,0.765207143919177,0.978,0.968908472867554,0.987091527132446,0.997,0.994155053467111,0.999844946532889
"Cucconi","Normal2Var",106250,1000,10,100,2.5,1,2,0,0.96,0.944037111840272,0.975962888159728,1,1,1,1,1,1
"Cucconi","Normal2Var",25944,1000,10,100,0.5,3,5,0,0.012,0.00313017698846251,0.0208698230115375,0.199,0.17425434990953,0.22374565009047,0.356,0.331092288029608,0.380907711970392
"Cucconi","Normal2Var",39098,1000,10,100,1.5,3,5,0,0.012,0.00313017698846251,0.0208698230115375,0.209,0.18379901846356,0.23420098153644,0.403,0.377484411416254,0.428515588583746
"Cucconi","Normal2Var",161577648,1000,10,100,2,3,5,0,0.022,0.0100511357687854,0.0339488642312146,0.24,0.213529113350702,0.266470886649298,0.463,0.437061578656846,0.488938421343154
"Cucconi","Normal2Var",687945,1000,10,100,2.5,3,5,0,0.049,0.0314153326496064,0.0665846673503936,0.308,0.279385611004252,0.336614388995748,0.564,0.53820421794944,0.58979578205056
"Cucconi","Normal2Var",5466709,1000,10,100,0.5,1,5,0,0.851,0.821992936015101,0.880007063984899,1,1,1,1,1,1
"Cucconi","Normal2Var",4381060,1000,10,100,1.5,1,5,0,0.572,0.531694365937055,0.612305634062945,0.999,0.997040980245123,1.00095901975488,1,1,1
