"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"AD","Normal2Var",417001,10000,100,100,2,3,5,0,0.9657,0.961011714677051,0.970388285322949,0.9958,0.994532445102727,0.997067554897273,0.999,0.998480065487297,0.999519934512703,9990,9958,9657
"AD","Normal2Var",311337988,10000,100,100,2.5,3,5,0,0.9942,0.992243874408547,0.996156125591453,0.9994,0.998920044062022,0.999879955937978,0.9998,0.999567385133966,1.00003261486603,9998,9994,9942
"AD","Normal2Var",120150596,10000,100,100,0.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",23346389,10000,100,100,1.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",28641778,10000,100,100,2,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",308245,10000,100,100,2.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",26235832,10000,100,100,1,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",10730293,10000,100,100,1,3,5,0,0.7184,0.706813684622291,0.729986315377709,0.943,0.938455884666957,0.947544115333043,0.9803,0.978013987942776,0.982586012057224,9803,9430,7184
"AD","Normal2Var",34971,10000,100,100,1,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",662873,10000,100,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",427311,10000,100,100,5,3,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",5814743,10000,100,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",1036641,10000,10,100,0.5,1,3,0,0.0025,0.00121361100750978,0.00378638899249022,0.1569,0.149771353358287,0.164028646641713,0.4965,0.488275201514969,0.504724798485031,4965,1569,25
"AD","Normal2Var",3156078,10000,10,100,1.5,1,3,0,0.2052,0.194796883400937,0.215603116599063,0.7459,0.737367059693728,0.754432940306272,0.925,0.920667212394139,0.929332787605861,9250,7459,2052
"AD","Normal2Var",19705,10000,10,100,2,1,3,0,0.5723,0.559555366327458,0.585044633672542,0.9491,0.944792047071938,0.953407952928062,0.9915,0.989989844306247,0.993010155693753,9915,9491,5723
"AD","Normal2Var",829944,10000,10,100,2.5,1,3,0,0.8771,0.868642415303245,0.885557584696755,0.9951,0.993731365527834,0.996468634472166,0.9999,0.999735508225206,1.00006449177479,9999,9951,8771
"AD","Normal2Var",98208,10000,10,100,0.5,3,5,0,0.0018,0.000708079815840004,0.00289192018416,0.0308,0.0274136009600757,0.0341863990399243,0.0925,0.0877339336335532,0.0972660663664468,925,308,18
"AD","Normal2Var",2207526,10000,10,100,1.5,3,5,0,0.0174,0.01403171475587,0.02076828524413,0.1318,0.125169845217372,0.138430154782628,0.2553,0.248127311232824,0.262472688767176,2553,1318,174
"AD","Normal2Var",1669165,10000,10,100,2,3,5,0,0.0542,0.0483676287996102,0.0600323712003898,0.2355,0.227183506125776,0.243816493874224,0.4095,0.401410851535892,0.417589148464108,4095,2355,542
"AD","Normal2Var",21147526,10000,10,100,2.5,3,5,0,0.1134,0.105231990213146,0.121568009786854,0.3894,0.379842761037706,0.398957238962295,0.5737,0.565564841974075,0.581835158025925,5737,3894,1134
"AD","Normal2Var",4373324,10000,10,100,0.5,1,5,0,0.0017,0.000638791170063121,0.00276120882993688,0.4966,0.486800226578619,0.506399773421381,0.9265,0.92220728274931,0.93079271725069,9265,4966,17
"AD","Normal2Var",6093312,10000,10,100,1.5,1,5,0,0.0643,0.0579814175063883,0.0706185824936117,0.7795,0.77137415698158,0.78762584301842,0.9767,0.974218441848601,0.979181558151399,9767,7795,643
"AD","Normal2Var",815534,10000,10,100,2,1,5,0,0.2028,0.192442296397385,0.213157703602615,0.9055,0.899766547710149,0.911233452289851,0.9926,0.991190163021091,0.994009836978909,9926,9055,2028
"AD","Normal2Var",10962961,10000,10,100,2.5,1,5,0,0.428,0.415254239382383,0.440745760617617,0.97,0.966656490466591,0.973343509533409,0.9983,0.997622325883057,0.998977674116943,9983,9700,4280
"AD","Normal2Var",42369,10000,10,100,1,1,3,0,0.0396,0.0345763482295462,0.0446236517704538,0.4099,0.400260426084188,0.419539573915812,0.7439,0.736719941695503,0.751080058304497,7439,4099,396
"AD","Normal2Var",76052307,10000,10,100,1,3,5,0,0.0068,0.00468301066328241,0.00891698933671759,0.0601,0.055441628370514,0.064758371629486,0.1511,0.145208492956299,0.156991507043701,1511,601,68
"AD","Normal2Var",342073649,10000,10,100,1,1,5,0,0.0148,0.011689437600289,0.017910562399711,0.6275,0.618023977680482,0.636976022319518,0.9531,0.949622064220694,0.956577935779306,9531,6275,148
"AD","Normal2Var",11391105,10000,10,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",12665509,10000,10,100,5,3,5,0,0.8299,0.820221436633166,0.839578563366834,0.9659,0.962342873222613,0.969457126777386,0.9894,0.987715369000908,0.991084630999091,9894,9659,8299
"AD","Normal2Var",48480,10000,10,100,5,1,5,0,0.9986,0.997636823989136,0.999563176010864,1,1,1,1,1,1,10000,10000,9986
