"method","distribution","seed","N","n1","n2","delta","sd","g1","g2","h","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Yuenbt","ghEqual",1017898,1000,100,100,0,1,-1,3,0,1,0.158,0.128288098412656,0.187711901587344,0.438,0.407248855474958,0.468751144525042,0.578,0.552308701981021,0.603691298018979
"Yuenbt","ghEqual",82077,1000,100,100,0,1,1,-3,0,1,0.165,0.134763531317298,0.195236468682702,0.458,0.427119206331443,0.488880793668557,0.622,0.596776404421653,0.647223595578347
"Yuenbt","ghEqual",2739028,1000,100,100,0.5,3,1,1,0,0,0.068,0.0474927100821196,0.0885072899178804,0.191,0.166636088360035,0.215363911639965,0.278,0.254694581876739,0.301305418123261
"Yuenbt","ghEqual",126106094,1000,100,100,0.5,3,3,3,0,0,0.059,0.0398059475945281,0.0781940524054719,0.188,0.163783408794795,0.212216591205205,0.28,0.256643317016323,0.303356682983677
"Yuenbt","ghEqual",1902428,1000,100,100,0.5,3,1,3,0,0,0.205,0.172114355812908,0.237885644187092,0.464,0.433090110216955,0.494909889783045,0.603,0.577548123236684,0.628451876763315
"Yuenbt","ghEqual",32282,1000,100,100,0.5,3,-1,1,0,0,0.326,0.287815719912194,0.364184280087806,0.623,0.592962016818701,0.653037983181299,0.762,0.739847034737986,0.784152965262014
"Yuenbt","ghEqual",557680,1000,100,100,0.5,3,-3,3,0,0,0.849,0.819833240710974,0.878166759289026,0.989,0.982535267491999,0.995464732508001,0.998,0.995675946235562,1.00032405376444
"Yuenbt","ghEqual",1328802,1000,100,100,0.5,3,-1,3,0,0,0.615,0.5753618130788,0.6546381869212,0.873,0.852362121388088,0.893637878611912,0.939,0.92655016441976,0.95144983558024
"Yuenbt","ghEqual",46769,1000,100,100,0.5,3,1,-3,0,0,0.029,0.0153304419828584,0.0426695580171416,0.102,0.083241663357323,0.120758336642677,0.193,0.172470360456769,0.213529639543231
"Yuenbt","ghEqual",39865072,1000,100,100,1,3,1,1,0,0,0.345,0.306276370500688,0.383723629499312,0.59,0.55951585592476,0.62048414407524,0.726,0.702798850953024,0.749201149046976
"Yuenbt","ghEqual",17371363,1000,100,100,1,3,3,3,0,0,0.338,0.299466966189307,0.376533033810693,0.568,0.537297615050293,0.598702384949707,0.696,0.672071949649,0.719928050351
"Yuenbt","ghEqual",251881,1000,100,100,1,3,1,3,0,0,0.617,0.577400670935785,0.656599329064215,0.833,0.809882716041888,0.856117283958112,0.902,0.886533850320781,0.917466149679219
"Yuenbt","ghEqual",667534,1000,100,100,1,3,-1,1,0,0,0.763,0.728359647665533,0.797640352334467,0.93,0.914185824080908,0.945814175919092,0.968,0.95884457371828,0.977155426281719
"Yuenbt","ghEqual",20905,1000,100,100,1,3,-3,3,0,0,0.992,0.984743174362299,0.999256825637701,1,1,1,1,1,1
"Yuenbt","ghEqual",1103098,1000,100,100,1,3,-1,3,0,0,0.936,0.916062359078768,0.955937640921232,0.996,0.992087847855719,0.999912152144281,0.999,0.997355822705728,1.00064417729427
"Yuenbt","ghEqual",68245,1000,100,100,1,3,1,-3,0,0,0.014,0.00442919794876103,0.023570802051239,0.058,0.0435124309285512,0.0724875690714488,0.121,0.104035032774125,0.137964967225875
"Yuenbt","ghEqual",493417,1000,100,100,1.5,3,1,1,0,0,0.712,0.67511225564695,0.74888774435305,0.888,0.868453384702205,0.907546615297795,0.946,0.934242679680301,0.957757320319699
"Yuenbt","ghEqual",173564,1000,100,100,1.5,3,3,3,0,0,0.666,0.627580102075305,0.704419897924695,0.847,0.82468774360133,0.86931225639867,0.903,0.887604434541888,0.918395565458112
"Yuenbt","ghEqual",8100593,1000,100,100,1.5,3,1,3,0,0,0.896,0.871133392857408,0.920866607142592,0.981,0.972538109998351,0.989461890001649,0.993,0.988662998757782,0.997337001242218
"Yuenbt","ghEqual",5248237,1000,100,100,1.5,3,-1,1,0,0,0.988,0.979130176988462,0.996869823011537,0.998,0.995230914663648,1.00076908533635,0.999,0.997355822705728,1.00064417729427
"Yuenbt","ghEqual",15484055,1000,100,100,1.5,3,-3,3,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",161141,1000,100,100,1.5,3,-1,3,0,0,0.996,0.99085831432466,1.00114168567534,1,1,1,1,1,1
"Yuenbt","ghEqual",110208,1000,100,100,1.5,3,1,-3,0,0,0.125,0.0980595471456028,0.151940452854397,0.292,0.26381849866313,0.32018150133687,0.407,0.381444142750144,0.432555857249856
"Yuenbt","ghEqual",18652,1000,100,100,2,3,1,1,0,0,0.946,0.927588536690855,0.964411463309145,0.992,0.986478502232184,0.997521497767816,0.997,0.994155053467111,0.999844946532889
"Yuenbt","ghEqual",18694,1000,100,100,2,3,3,3,0,0,0.924,0.902413181479801,0.945586818520199,0.982,0.973759604281347,0.990240395718653,0.99,0.98482412833428,0.99517587166572
"Yuenbt","ghEqual",179233,1000,100,100,2,3,1,3,0,0,0.989,0.980503494418056,0.997496505581944,0.999,0.997040980245123,1.00095901975488,1,1,1
"Yuenbt","ghEqual",29563,1000,100,100,2,3,-1,1,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",66345991,1000,100,100,2,3,-3,3,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",5582772,1000,100,100,2,3,-1,3,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",27358,1000,100,100,2,3,1,-3,0,0,0.416,0.375848761357288,0.456151238642712,0.653,0.623496237772108,0.682503762227892,0.756,0.733658017196319,0.778341982803681
"Yuenbt","ghEqual",300908363,1000,100,100,2.5,3,1,1,0,0,0.993,0.986208440607931,0.999791559392069,1,1,1,1,1,1
"Yuenbt","ghEqual",28993712,1000,100,100,2.5,3,3,3,0,0,0.99,0.981894805221341,0.998105194778659,0.999,0.997040980245123,1.00095901975488,1,1,1
"Yuenbt","ghEqual",536111,1000,100,100,2.5,3,1,3,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",27592963,1000,100,100,2.5,3,-1,1,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",34940287,1000,100,100,2.5,3,-3,3,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",640738,1000,100,100,2.5,3,-1,3,0,0,1,1,1,1,1,1,1,1,1
"Yuenbt","ghEqual",53014017,1000,100,100,2.5,3,1,-3,0,0,0.703,0.665777825066017,0.740222174933983,0.879,0.858786422028745,0.899213577971255,0.927,0.91346783765339,0.94053216234661
"Yuenbt","ghEqual",342390458,1000,10,100,0,1,1,1,0,1,0.045,0.0281129495292991,0.0618870504707009,0.083,0.0659006427723145,0.100099357227685,0.116,0.0993420701286144,0.132657929871386
"Yuenbt","ghEqual",321521,1000,10,100,0,1,3,3,0,1,0.062,0.0423554030569217,0.0816445969430783,0.114,0.0943018537318863,0.133698146268114,0.155,0.136173911070671,0.173826088929329
"Yuenbt","ghEqual",3996136,1000,10,100,0,1,1,3,0,1,0.07,0.0492156545063358,0.0907843454936642,0.118,0.098004541475625,0.137995458524375,0.164,0.144738461857889,0.183261538142111
"Yuenbt","ghEqual",183877,1000,10,100,0,1,-1,1,0,1,0.02,0.00859556184636876,0.0314044381536312,0.059,0.0443958296914888,0.0736041703085112,0.101,0.0853250402241345,0.116674959775865
"Yuenbt","ghEqual",224467112,1000,10,100,0,1,-3,3,0,1,0.014,0.00442919794876103,0.023570802051239,0.05,0.0364916322229516,0.0635083677770484,0.14,0.121949919390762,0.158050080609238
"Yuenbt","ghEqual",72459068,1000,10,100,0,1,-1,3,0,1,0.015,0.00509830366048322,0.0249016963395168,0.068,0.0523966272363953,0.0836033727636047,0.136,0.118168321402627,0.153831678597373
"Yuenbt","ghEqual",3676182,1000,10,100,0,1,1,-3,0,1,0.023,0.0107888361530934,0.0352111638469066,0.069,0.0532907497823734,0.0847092502176266,0.128,0.110620826072566,0.145379173927434
"Yuenbt","ghEqual",285387,1000,10,100,0.5,3,1,1,0,0,0.087,0.0640416393560864,0.109958360643914,0.141,0.119429400787183,0.162570599212817,0.194,0.17343000016772,0.21456999983228
"Yuenbt","ghEqual",26294392,1000,10,100,0.5,3,3,3,0,0,0.14,0.111734341854469,0.168265658145531,0.198,0.173301200158712,0.222698799841288,0.237,0.214879122829892,0.259120877170108
"Yuenbt","ghEqual",1190522,1000,10,100,0.5,3,1,3,0,0,0.123,0.0962454154789128,0.149754584521087,0.211,0.185710758682792,0.236289241317208,0.27,0.246905465419282,0.293094534580718
"Yuenbt","ghEqual",84842228,1000,10,100,0.5,3,-1,1,0,0,0.028,0.0145612768606538,0.0414387231393462,0.081,0.0640895043715449,0.0979104956284551,0.166,0.146644563422645,0.185355436577355
"Yuenbt","ghEqual",24770,1000,10,100,0.5,3,-3,3,0,0,0.03,0.0161039184803773,0.0438960815196227,0.154,0.131628164706489,0.176371835293511,0.32,0.295734158988405,0.344265841011595
"Yuenbt","ghEqual",157319410,1000,10,100,0.5,3,-1,3,0,0,0.044,0.0272928972690056,0.0607071027309944,0.133,0.111952939929767,0.154047060070233,0.245,0.222627092849274,0.267372907150726
"Yuenbt","ghEqual",5275759,1000,10,100,0.5,3,1,-3,0,0,0.02,0.00859556184636876,0.0314044381536312,0.05,0.0364916322229516,0.0635083677770484,0.097,0.0816044345418884,0.112395565458112
