"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"AD","Cauchy",4039145,10000,100,100,0.5,0.5,1,0,0.7884,0.777878516022246,0.798921483977754,0.9456,0.941154616297506,0.950045383702494,0.9798,0.977485749828584,0.982114250171416,9798,9456,7884
"AD","Cauchy",104199,10000,100,100,1,0.5,1,0,0.999,0.99818580467798,0.99981419532202,0.9998,0.999522841861747,1.00007715813825,1,1,1,10000,9998,9990
"AD","Cauchy",39107,10000,100,100,1.5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",357088665,10000,100,100,2,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",20085989,10000,100,100,2.5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",1005140,10000,10,100,0,1,1,1,0.0102,0.00761166986137858,0.0127883301386214,0.0522,0.0478403695723605,0.0565596304276395,0.0994,0.09447818749005,0.10432181250995,994,522,102
"AD","Cauchy",304632852,10000,10,100,0,0.5,0.5,1,0.0105,0.00787428002833509,0.0131257199716649,0.0495,0.0452485729501731,0.0537514270498269,0.0993,0.0943803907670654,0.104219609232935,993,495,105
"AD","Cauchy",24843,10000,10,100,0,2,2,1,0.0108,0.00813743762725904,0.013462562372741,0.0494,0.0451526460822766,0.0536473539177234,0.0992,0.0942825955815695,0.104117404418431,992,494,108
"AD","Cauchy",79337395,10000,10,100,0.5,1,1,0,0.0321,0.0275593960792441,0.0366406039207559,0.1256,0.119104599034517,0.132095400965483,0.2114,0.204683441833863,0.218116558166137,2114,1256,321
"AD","Cauchy",15240973,10000,10,100,0.5,0.5,0.5,0,0.157,0.147628492173743,0.166371507826257,0.3718,0.362327606522024,0.381272393477976,0.5046,0.496375348089366,0.512824651910634,5046,3718,1570
"AD","Cauchy",2666364,10000,10,100,0.5,2,2,0,0.0163,0.013038097342431,0.019561902657569,0.0716,0.0665466410467492,0.0766533589532508,0.1281,0.122602391541772,0.133597608458228,1281,716,163
"AD","Cauchy",1512912,10000,10,100,0.5,0.5,2,0,0.0052,0.00334725598592358,0.00705274401407642,0.1431,0.136236573935533,0.149963426064467,0.3564,0.348521513998769,0.364278486001231,3564,1431,52
"AD","Cauchy",478348,10000,10,100,0.5,1,2,0,0.0052,0.00334725598592358,0.00705274401407642,0.0535,0.0490894447016277,0.0579105552983723,0.1368,0.131147186375759,0.142452813624241,1368,535,52
"AD","Cauchy",89185,10000,10,100,1,1,1,0,0.1512,0.141971641877763,0.160428358122237,0.3588,0.349398891924374,0.368201108075626,0.4926,0.484375900851333,0.500824099148667,4926,3588,1512
"AD","Cauchy",186539,10000,10,100,1,0.5,0.5,0,0.6243,0.6118243516831,0.6367756483169,0.8399,0.832712704052399,0.847087295947601,0.9088,0.904064154991725,0.913535845008275,9088,8399,6243
"AD","Cauchy",1250703,10000,10,100,1,2,2,0,0.0349,0.0301723563916657,0.0396276436083343,0.1284,0.121843120627128,0.134956879372872,0.2177,0.210911375581697,0.224488624418303,2177,1284,349
"AD","Cauchy",2703998,10000,10,100,1,0.5,2,0,0.0581,0.0520739001520333,0.0641260998479667,0.3788,0.369292271315945,0.388307728684055,0.5965,0.58842964022677,0.60457035977323,5965,3788,581
"AD","Cauchy",55492256,10000,10,100,1,1,2,0,0.0312,0.0267214211918226,0.0356785788081774,0.1712,0.163817000776812,0.178582999223188,0.3052,0.297624905207959,0.312775094792041,3052,1712,312
"AD","Cauchy",875754,10000,10,100,1.5,1,1,0,0.3873,0.374751449945715,0.399848550054285,0.6505,0.641154483430008,0.659845516569992,0.7669,0.75994485148649,0.77385514851351,7669,6505,3873
"AD","Cauchy",5742579,10000,10,100,1.5,0.5,0.5,0,0.9015,0.893823790138981,0.909176209861019,0.9772,0.974274398136178,0.980125601863822,0.99,0.98836324566596,0.99163675433404,9900,9772,9015
"AD","Cauchy",26970,10000,10,100,1.5,2,2,0,0.0821,0.0750284417651281,0.0891715582348719,0.2319,0.223627908526715,0.240172091473285,0.3426,0.334793175228872,0.350406824771128,3426,2319,821
"AD","Cauchy",30771,10000,10,100,1.5,0.5,2,0,0.2361,0.225160131360391,0.247039868639609,0.6372,0.627776166723376,0.646623833276624,0.8005,0.793926176789769,0.807073823210231,8005,6372,2361
"AD","Cauchy",43922851,10000,10,100,1.5,1,2,0,0.1219,0.113472093670474,0.130327906329526,0.3781,0.368595709799128,0.387604290200872,0.5367,0.528497186263313,0.544902813736687,5367,3781,1219
"AD","Cauchy",4648183,10000,10,100,2,1,1,0,0.6299,0.61746226769295,0.64233773230705,0.8388,0.831592779636392,0.846007220363608,0.9107,0.906008850213458,0.915391149786542,9107,8388,6299
"AD","Cauchy",324762477,10000,10,100,2,0.5,0.5,0,0.9733,0.969147354567901,0.977452645432099,0.9961,0.994878369562265,0.997321630437735,0.9986,0.997984928362628,0.999215071637372,9986,9961,9733
"AD","Cauchy",100984521,10000,10,100,2,2,2,0,0.1531,0.143824239631639,0.162375760368361,0.3603,0.350890286993452,0.369709713006548,0.4892,0.480976918951853,0.497423081048147,4892,3603,1531
"AD","Cauchy",2978162,10000,10,100,2,0.5,2,0,0.4983,0.485420074446615,0.511179925553385,0.8217,0.814197804341554,0.829202195658446,0.9139,0.909285583233931,0.918514416766069,9139,8217,4983
"AD","Cauchy",3391378,10000,10,100,2,1,2,0,0.2685,0.257083705357411,0.279916294642589,0.5801,0.570426571156079,0.589773428843921,0.7222,0.714831810869427,0.729568189130573,7222,5801,2685
"AD","Cauchy",26609718,10000,10,100,2.5,1,1,0,0.7994,0.789084426092162,0.809715573907838,0.9345,0.929650841561673,0.939349158438327,0.9709,0.968134971275561,0.973665028724439,9709,9345,7994
"AD","Cauchy",164906,10000,10,100,2.5,0.5,0.5,0,0.9923,0.990048288649916,0.994551711350084,0.9993,0.998781614273345,0.999818385726655,0.9998,0.999567385133966,1.00003261486603,9998,9993,9923
