"method","distribution","seed","N","n1","n2","delta","rate1","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"Gastwirth","Exp",32640371,10000,20,20,1,0.5,0,0.4985,0.48562005796013,0.51137994203987,0.747,0.73847927335493,0.75552072664507,0.8463,0.84036712762005,0.85223287237995,8463,7470,4985
"Gastwirth","Exp",76132,10000,20,20,1,0.25,0,0.2715,0.260043668979363,0.282956331020637,0.4928,0.483001016116678,0.502598983883322,0.6124,0.604385519482861,0.620414480517139,6124,4928,2715
"Gastwirth","Exp",9644055,10000,20,20,1,0.125,0,0.1198,0.11143501917386,0.12816498082614,0.27,0.261298394630874,0.278701605369126,0.3806,0.372612959350103,0.388587040649897,3806,2700,1198
"Gastwirth","Exp",28042373,10000,20,20,1.5,1,0,0.8783,0.869878051349009,0.886721948650991,0.9719,0.968660932322041,0.975139067677959,0.9881,0.986316225986854,0.989883774013146,9881,9719,8783
"Gastwirth","Exp",28693,10000,20,20,1.5,0.5,0,0.6323,0.619879065702223,0.644720934297777,0.8507,0.843714874849969,0.857685125150031,0.9162,0.911641908329147,0.920758091670853,9162,8507,6323
"Gastwirth","Exp",6798353,10000,20,20,1.5,0.25,0,0.407,0.394344759293573,0.419655240706427,0.642,0.632603522055578,0.651396477944422,0.7562,0.749136806739165,0.763263193260835,7562,6420,4070
"Gastwirth","Exp",53239777,10000,20,20,1.5,0.125,0,0.1974,0.187146573784367,0.207653426215633,0.3859,0.376358580087304,0.395441419912696,0.501,0.492775016450016,0.509224983549984,5010,3859,1974
"Gastwirth","Exp",49853,10000,20,20,2,1,0,0.9455,0.939652437445089,0.951347562554911,0.9898,0.987830618372788,0.991769381627212,0.9958,0.994736159282646,0.996863840717354,9958,9898,9455
"Gastwirth","Exp",211934537,10000,20,20,2,0.5,0,0.7416,0.730323431200736,0.752876568799264,0.9146,0.909122270209804,0.920077729790196,0.957,0.953663000827465,0.960336999172535,9570,9146,7416
"Gastwirth","Exp",48039,10000,20,20,2,0.25,0,0.4999,0.4870200002576,0.5127799997424,0.7498,0.741310689036583,0.758289310963417,0.8435,0.837523242754689,0.849476757245311,8435,7498,4999
"Gastwirth","Exp",75474,10000,20,20,2,0.125,0,0.2726,0.26112915443461,0.28407084556539,0.486,0.476203842353249,0.495796157646751,0.6127,0.604686659612073,0.620713340387927,6127,4860,2726
"Gastwirth","Exp",7584979,10000,20,20,2.5,1,0,0.9793,0.975632341352555,0.982967658647445,0.998,0.997124338330175,0.998875661669825,0.9993,0.998864926265128,0.999735073734871,9993,9980,9793
"Gastwirth","Exp",52894,10000,20,20,2.5,0.5,0,0.8166,0.806631031765496,0.826568968234504,0.9485,0.944168100689074,0.952831899310926,0.9748,0.97222175649164,0.97737824350836,9748,9485,8166
"Gastwirth","Exp",4264571,10000,20,20,2.5,0.25,0,0.5627,0.54992167131363,0.57547832868637,0.8088,0.801092374824267,0.816507625175733,0.8885,0.88332235760028,0.89367764239972,8885,8088,5627
"Gastwirth","Exp",6204476,10000,20,20,2.5,0.125,0,0.3464,0.334142812711462,0.358657187288538,0.58,0.570326253259466,0.589673746740534,0.6974,0.689843140710116,0.704956859289884,6974,5800,3464
"Gastwirth","Exp",11180497,10000,20,20,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",49876864,10000,20,20,5,0.5,0,0.9801,0.976502443763522,0.983697556236478,0.9976,0.996640952952979,0.998559047047021,0.999,0.998480065487297,0.999519934512703,9990,9976,9801
"Gastwirth","Exp",24080,10000,20,20,5,0.25,0,0.8162,0.806222610941601,0.826177389058399,0.9465,0.942089444701628,0.950910555298372,0.9738,0.971172447313582,0.976427552686418,9738,9465,8162
"Gastwirth","Exp",144504326,10000,20,20,5,0.12,0,0.5583,0.54550785503791,0.57109214496209,0.79,0.782016758553069,0.797983241446931,0.8762,0.870782139119551,0.881617860880449,8762,7900,5583
"Gastwirth","Exp",20330269,10000,20,20,0,1.5,1,0.0431,0.0378686018910368,0.0483313981089632,0.1309,0.124289097233327,0.137510902766673,0.2139,0.20715456141226,0.22064543858774,2139,1309,431
"Gastwirth","Exp",35540102,10000,20,20,0.5,1.5,0,0.6264,0.613938360973455,0.638861639026545,0.8536,0.846671267209193,0.860528732790807,0.9188,0.914306813864038,0.923293186135962,9188,8536,6264
"Gastwirth","Exp",25329,10000,20,20,1,1.5,0,0.8784,0.869981032951547,0.886818967048453,0.9739,0.970775118823635,0.977024881176365,0.9878,0.985994155592555,0.989605844407445,9878,9739,8784
"Gastwirth","Exp",118836866,10000,20,20,1.5,1.5,0,0.9652,0.960478889806063,0.969921110193937,0.995,0.993617539873993,0.996382460126007,0.9975,0.996678528768383,0.998321471231617,9975,9950,9652
"Gastwirth","Exp",152091,10000,20,20,2,1.5,0,0.9922,0.989933828510722,0.994466171489278,0.9996,0.999208078407842,0.999991921592158,0.9998,0.999567385133966,1.00003261486603,9998,9996,9922
"Gastwirth","Exp",48365,10000,20,20,2.5,1.5,0,0.9984,0.997370424649992,0.999429575350008,0.9997,0.99936056896783,1.00003943103217,1,1,1,10000,9997,9984
"Gastwirth","Exp",3889016,10000,20,20,5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",73805666,10000,100,100,0,1,1,0.0141,0.0110628107899994,0.0171371892100006,0.0594,0.0547671122156478,0.0640328877843522,0.1145,0.109262030944691,0.119737969055309,1145,594,141
"Gastwirth","Exp",138278,10000,100,100,0,0.5,1,0.0138,0.0107948379142123,0.0168051620857877,0.0624,0.0576591396183393,0.0671408603816607,0.1144,0.109164023141228,0.119635976858772,1144,624,138
"Gastwirth","Exp",5074879,10000,100,100,0,0.25,1,0.0115,0.00875347778774684,0.0142465222122532,0.0589,0.0542854260991507,0.0635145739008494,0.1133,0.10808602179485,0.11851397820515,1133,589,115
"Gastwirth","Exp",1034693,10000,100,100,0,0.125,1,0.0133,0.0103490337449683,0.0162509662550317,0.0616,0.0568876186667036,0.0663123813332964,0.1208,0.115439032071127,0.126160967928873,1208,616,133
"Gastwirth","Exp",2861096,10000,100,100,0.5,1,0,0.9963,0.99473598185987,0.99786401814013,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9963
"Gastwirth","Exp",211147919,10000,100,100,0.5,0.5,0,0.8959,0.88803314778399,0.90376685221601,0.9735,0.970351911113072,0.976648088886928,0.9881,0.986316225986854,0.989883774013146,9881,9735,8959
"Gastwirth","Exp",106410,10000,100,100,0.5,0.25,0,0.4013,0.388673439394283,0.413926560605717,0.6536,0.644273879236982,0.662926120763018,0.758,0.75095455890735,0.76504544109265,7580,6536,4013
"Gastwirth","Exp",110776,10000,100,100,0.5,0.125,0,0.1045,0.0966198080027451,0.112380191997255,0.2676,0.258922926149997,0.276277073850003,0.376,0.368031948735105,0.383968051264895,3760,2676,1045
"Gastwirth","Exp",3571895,10000,100,100,1,1,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"Gastwirth","Exp",239104,10000,100,100,1,0.5,0,0.9963,0.99473598185987,0.99786401814013,1,1,1,1,1,1,10000,10000,9963
"Gastwirth","Exp",92375,10000,100,100,1,0.25,0,0.8997,0.891961706719049,0.907438293280951,0.9741,0.970986794958503,0.977213205041497,0.9914,0.989881063615848,0.992918936384152,9914,9741,8997
"Gastwirth","Exp",186135,10000,100,100,1,0.125,0,0.4008,0.388176039776428,0.413423960223572,0.6507,0.641355721635054,0.660044278364946,0.7608,0.753782510977964,0.767817489022036,7608,6507,4008
"Gastwirth","Exp",208702,10000,100,100,1.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",165086683,10000,100,100,1.5,0.5,0,0.9997,0.999253890643434,1.00014610935657,1,1,1,1,1,1,10000,10000,9997
"Gastwirth","Exp",15096938,10000,100,100,1.5,0.25,0,0.9877,0.984860702230322,0.990539297769678,0.9986,0.997867148687386,0.999332851312614,0.9997,0.999415120383714,0.999984879616286,9997,9986,9877
"Gastwirth","Exp",207717087,10000,100,100,1.5,0.125,0,0.7113,0.69962664602506,0.72297335397494,0.891,0.884891871396246,0.897108128603754,0.9411,0.937227054047502,0.944972945952499,9411,8910,7113
"Gastwirth","Exp",1590885,10000,100,100,2,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",524365,10000,100,100,2,0.5,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"Gastwirth","Exp",50738,10000,100,100,2,0.25,0,0.9968,0.995345127742592,0.998254872257408,0.9998,0.999522841861747,1.00007715813825,0.9999,0.999735508225206,1.00006449177479,9999,9998,9968
"Gastwirth","Exp",146980290,10000,100,100,2,0.125,0,0.8987,0.890927549726254,0.906472450273746,0.9741,0.970986794958503,0.977213205041497,0.9889,0.987176530587456,0.990623469412544,9889,9741,8987
"Gastwirth","Exp",129266787,10000,100,100,2.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",460509,10000,100,100,2.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",48097131,10000,100,100,2.5,0.25,0,0.999,0.99818580467798,0.99981419532202,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9990
"Gastwirth","Exp",133654697,10000,100,100,2.5,0.125,0,0.9631,0.9582438204786,0.9679561795214,0.9945,0.993050427939011,0.995949572060989,0.9983,0.997622325883057,0.998977674116943,9983,9945,9631
"Gastwirth","Exp",121463524,10000,100,100,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",71315,10000,100,100,5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",42990,10000,100,100,5,0.25,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",48894,10000,100,100,5,0.12,0,0.9991,0.998327547838281,0.999872452161719,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9991
"Gastwirth","Exp",209031,10000,100,100,0,1.5,1,0.0139,0.0108841222153569,0.0169158777846431,0.0618,0.0570804779096184,0.0665195220903816,0.1205,0.115144779621773,0.125855220378227,1205,618,139
"Gastwirth","Exp",16873,10000,100,100,0.5,1.5,0,0.9995,0.998924132909779,1.00007586709022,1,1,1,1,1,1,10000,10000,9995
"Gastwirth","Exp",22837075,10000,100,100,1,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",18119,10000,100,100,1.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",240130776,10000,100,100,2,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",153428,10000,100,100,2.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",79224,10000,100,100,5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",495815,10000,10,100,0,1,1,0.0149,0.0117791050358873,0.0180208949641127,0.0594,0.0547671122156478,0.0640328877843522,0.1149,0.109654074882447,0.120145925117553,1149,594,149
"Gastwirth","Exp",9312208,10000,10,100,0,0.5,1,0.018,0.0145751791787599,0.0214248208212401,0.0683,0.0633557039067629,0.0732442960932371,0.1242,0.118774632385552,0.129625367614448,1242,683,180
"Gastwirth","Exp",249407,10000,10,100,0,0.25,1,0.0151,0.0119585481968644,0.0182414518031356,0.0646,0.0597819532116842,0.0694180467883158,0.12,0.11465438272975,0.12534561727025,1200,646,151
"Gastwirth","Exp",1964919,10000,10,100,0,0.125,1,0.0139,0.0108841222153569,0.0169158777846431,0.0585,0.0539001447370597,0.0630998552629403,0.1134,0.108184015489373,0.118615984510627,1134,585,139
"Gastwirth","Exp",23959,10000,10,100,0.5,1,0,0.7452,0.733975112587999,0.756424887412001,0.858,0.85115861726257,0.86484138273743,0.897,0.891999876443777,0.902000123556223,8970,8580,7452
"Gastwirth","Exp",22827,10000,10,100,0.5,0.5,0,0.3581,0.34574958056414,0.37045041943586,0.5324,0.52262059694059,0.54217940305941,0.6139,0.605891252161481,0.621908747838519,6139,5324,3581
"Gastwirth","Exp",14460347,10000,10,100,0.5,0.25,0,0.1385,0.129601877378773,0.147398122621227,0.2824,0.273576728713317,0.291223271286683,0.3665,0.358573596049003,0.374426403950997,3665,2824,1385
"Gastwirth","Exp",80690,10000,10,100,0.5,0.125,0,0.0602,0.054072803271112,0.066327196728888,0.1564,0.149280610868452,0.163519389131548,0.2363,0.229311899239294,0.243288100760706,2363,1564,602
"Gastwirth","Exp",13544306,10000,10,100,1,1,0,0.9745,0.970439244224827,0.978560755775173,0.9885,0.986410254838503,0.990589745161497,0.9926,0.991190163021091,0.994009836978909,9926,9885,9745
"Gastwirth","Exp",53355,10000,10,100,1,0.5,0,0.7478,0.736613064599971,0.758986935400029,0.856,0.849118641250451,0.862881358749549,0.894,0.888936071158675,0.899063928841325,8940,8560,7478
"Gastwirth","Exp",977090,10000,10,100,1,0.25,0,0.3715,0.35905262112835,0.38394737887165,0.5447,0.534939241128601,0.554460758871399,0.6242,0.61623279169019,0.63216720830981,6242,5447,3715
"Gastwirth","Exp",8106852,10000,10,100,1,0.125,0,0.1413,0.132326999931603,0.150273000068397,0.2774,0.26862477464458,0.28617522535542,0.3644,0.356483248177718,0.372316751822282,3644,2774,1413
"Gastwirth","Exp",38768971,10000,10,100,1.5,1,0,0.999,0.99818580467798,0.99981419532202,0.9996,0.999208078407842,0.999991921592158,0.9998,0.999567385133966,1.00003261486603,9998,9996,9990
"Gastwirth","Exp",92692,10000,10,100,1.5,0.5,0,0.9203,0.9133234657542,0.9272765342458,0.9633,0.959614725147618,0.966985274852382,0.9757,0.973167046648717,0.978232953351283,9757,9633,9203
"Gastwirth","Exp",27012,10000,10,100,1.5,0.25,0,0.5871,0.574416931433616,0.599783068566383,0.738,0.729381436258865,0.746618563741135,0.7934,0.78673995507109,0.80006004492891,7934,7380,5871
"Gastwirth","Exp",296077231,10000,10,100,1.5,0.125,0,0.2474,0.23628453044917,0.25851546955083,0.408,0.398367322814503,0.417632677185497,0.5004,0.492175002632,0.508624997367999,5004,4080,2474
"Gastwirth","Exp",1219125,10000,10,100,2,1,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"Gastwirth","Exp",97571948,10000,10,100,2,0.5,0,0.9766,0.972705854742136,0.980494145257864,0.9905,0.988598724228314,0.992401275771686,0.9929,0.991518827788444,0.994281172211556,9929,9905,9766
"Gastwirth","Exp",8957180,10000,10,100,2,0.25,0,0.7494,0.738236683539733,0.760563316460267,0.8552,0.848302778101757,0.862097221898243,0.8935,0.888425561603056,0.898574438396944,8935,8552,7494
"Gastwirth","Exp",240887634,10000,10,100,2,0.125,0,0.3643,0.351903429630717,0.376696570369283,0.5442,0.534438366445231,0.553961633554769,0.6209,0.612919067744181,0.628880932255819,6209,5442,3643
"Gastwirth","Exp",28760533,10000,10,100,2.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",1657919,10000,10,100,2.5,0.5,0,0.993,0.990852320345675,0.995147679654325,0.9972,0.996164318492199,0.998235681507801,0.9983,0.997622325883057,0.998977674116943,9983,9972,9930
"Gastwirth","Exp",4733325,10000,10,100,2.5,0.25,0,0.8497,0.840494271589167,0.858905728410833,0.9236,0.918393513906059,0.928806486093941,0.9466,0.942901549752248,0.950298450247752,9466,9236,8497
"Gastwirth","Exp",17358766,10000,10,100,2.5,0.125,0,0.4803,0.467430001081227,0.493169998918773,0.6505,0.641154483430008,0.659845516569992,0.7172,0.7097915774448,0.7246084225552,7172,6505,4803
"Gastwirth","Exp",40660,10000,10,100,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",32988,10000,10,100,5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",17753488,10000,10,100,5,0.25,0,0.9946,0.992712152252648,0.996487847747353,0.9975,0.996521225766584,0.998478774233416,0.9986,0.997984928362628,0.999215071637372,9986,9975,9946
"Gastwirth","Exp",348164,10000,10,100,5,0.12,0,0.8324,0.822778364471951,0.84202163552805,0.9125,0.906961699267826,0.918038300732174,0.9377,0.933724041125367,0.941675958874633,9377,9125,8324
"Gastwirth","Exp",322741,10000,10,100,0,1.5,1,0.0154,0.012227978408588,0.018572021591412,0.0641,0.0592993525904937,0.0689006474095064,0.1211,0.115733295213916,0.126466704786084,1211,641,154
"Gastwirth","Exp",1055564,10000,10,100,0.5,1.5,0,0.9172,0.910101067444551,0.924298932555449,0.9606,0.956786923895016,0.964413076104984,0.9738,0.971172447313582,0.976427552686418,9738,9606,9172
"Gastwirth","Exp",2525318,10000,10,100,1,1.5,0,0.9978,0.996593078708276,0.999006921291724,0.9993,0.998781614273345,0.999818385726655,0.9995,0.999132258787495,0.999867741212506,9995,9993,9978
"Gastwirth","Exp",160919,10000,10,100,1.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",6046637,10000,10,100,2,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",4455574,10000,10,100,2.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Gastwirth","Exp",24980204,10000,10,100,5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
