"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Yuenbt","Cauchy",158593041,1000,10,100,1.5,2,2,0,0.092,0.0684558673139994,0.115544132686001,0.221,0.195282962565645,0.246717037434355,0.34,0.315357921962627,0.364642078037373
"Yuenbt","Cauchy",114411,1000,10,100,1.5,0.5,2,0,0.677,0.638907326508947,0.715092673491053,0.847,0.82468774360133,0.86931225639867,0.902,0.886533850320781,0.917466149679219
"Yuenbt","Cauchy",1033637,1000,10,100,1.5,1,2,0,0.346,0.307249904046777,0.384750095953223,0.559,0.528226189862157,0.589773810137843,0.673,0.648596770136414,0.697403229863586
"Yuenbt","Cauchy",8051315,1000,10,100,2,1,1,0,0.485,0.444288196424133,0.525711803575867,0.704,0.675706396934996,0.732293603065004,0.806,0.78543000016772,0.82656999983228
"Yuenbt","Cauchy",2988026,1000,10,100,2,0.5,0.5,0,0.798,0.765294334617746,0.830705665382255,0.908,0.890085985999782,0.925914014000218,0.941,0.928742928491071,0.953257071508929
"Yuenbt","Cauchy",150061912,1000,10,100,2,2,2,0,0.178,0.146840407556966,0.209159592443034,0.345,0.315536368859219,0.374463631140781,0.474,0.448025455208994,0.499974544791006
"Yuenbt","Cauchy",795494,1000,10,100,2,0.5,2,0,0.866,0.838250369549416,0.893749630450584,0.93,0.914185824080908,0.945814175919092,0.957,0.946447482064692,0.967552517935308
"Yuenbt","Cauchy",2061088,1000,10,100,2,1,2,0,0.547,0.5064502087451,0.5875497912549,0.735,0.707645884404719,0.762354115595281,0.825,0.805234313587052,0.844765686412948
"Yuenbt","Cauchy",36635246,1000,10,100,2.5,1,1,0,0.599,0.559076238160414,0.638923761839586,0.802,0.777301200158712,0.826698799841288,0.887,0.870531011209701,0.903468988790299
"Yuenbt","Cauchy",1010779,1000,10,100,2.5,0.5,0.5,0,0.857,0.828482970270801,0.885517029729199,0.944,0.929749303792446,0.958250696207554,0.967,0.957707424265845,0.976292575734155
"Yuenbt","Cauchy",77496514,1000,10,100,2.5,2,2,0,0.258,0.222358361228249,0.293641638771751,0.434,0.403280853032677,0.464719146967323,0.569,0.543239121424629,0.594760878575371
"Yuenbt","Cauchy",313357,1000,10,100,2.5,0.5,2,0,0.931,0.910353556856834,0.951646443143166,0.972,0.961774884567889,0.982225115432111,0.985,0.978676905870146,0.991323094129854
"Yuenbt","Cauchy",126956,1000,10,100,2.5,1,2,0,0.676,0.637876592457861,0.714123407542139,0.816,0.791983480885024,0.840016519114976,0.875,0.857796178204393,0.892203821795607
