"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Bayes_TTest_VarEqual","Cauchy",4864010,1000,10,100,0.5,2,2,0,0.055,0.0364286657022173,0.0735713342977827,0.086,0.0686228562070748,0.103377143792925,0.102,0.0862563960320389,0.117743603967961
"Bayes_TTest_VarEqual","Cauchy",366287,1000,10,100,0.5,0.5,2,0,0.01,0.00189480522134107,0.0181051947786589,0.019,0.0105381099983514,0.0274618900016486,0.024,0.0160384719054694,0.0319615280945306
"Bayes_TTest_VarEqual","Cauchy",52349,1000,10,100,0.5,1,2,0,0.028,0.0145612768606538,0.0414387231393462,0.049,0.0356203617986135,0.0623796382013865,0.057,0.044939670411842,0.069060329588158
"Bayes_TTest_VarEqual","Cauchy",6661438,1000,10,100,1,1,1,0,0.059,0.0398059475945281,0.0781940524054719,0.103,0.0841604335081722,0.121839566491828,0.13,0.112505674419973,0.147494325580027
"Bayes_TTest_VarEqual","Cauchy",1019499,1000,10,100,1,0.5,0.5,0,0.072,0.0509435043462593,0.0930564956537407,0.129,0.108224092453036,0.149775907546964,0.164,0.144738461857889,0.183261538142111
"Bayes_TTest_VarEqual","Cauchy",31802,1000,10,100,1,2,2,0,0.059,0.0398059475945281,0.0781940524054719,0.093,0.0749988111059297,0.11100118889407,0.109,0.0927886940077303,0.12521130599227
"Bayes_TTest_VarEqual","Cauchy",123970,1000,10,100,1,0.5,2,0,0.012,0.00313017698846251,0.0208698230115375,0.022,0.0129084728675541,0.0310915271324459,0.028,0.0194182066909066,0.0365817933090934
"Bayes_TTest_VarEqual","Cauchy",290207,1000,10,100,1,1,2,0,0.02,0.00859556184636876,0.0314044381536312,0.035,0.0236092124943005,0.0463907875056995,0.044,0.0333310621147183,0.0546689378852817
"Bayes_TTest_VarEqual","Cauchy",32876404,1000,10,100,1.5,1,1,0,0.058,0.0389591949346673,0.0770408050653327,0.108,0.0887624227720848,0.127237577227915,0.137,0.119113243956072,0.154886756043928
"Bayes_TTest_VarEqual","Cauchy",684757,1000,10,100,1.5,0.5,0.5,0,0.109,0.0836137846589138,0.134386215341086,0.189,0.164734044292466,0.213265955707534,0.251,0.228444956351738,0.273555043648262
"Bayes_TTest_VarEqual","Cauchy",205578636,1000,10,100,1.5,2,2,0,0.059,0.0398059475945281,0.0781940524054719,0.095,0.0768263498437986,0.113173650156201,0.115,0.0984046484106241,0.131595351589376
"Bayes_TTest_VarEqual","Cauchy",83899594,1000,10,100,1.5,0.5,2,0,0.01,0.00189480522134107,0.0181051947786589,0.016,0.00822297290733792,0.0237770270926621,0.024,0.0160384719054694,0.0319615280945306
"Bayes_TTest_VarEqual","Cauchy",462884,1000,10,100,1.5,1,2,0,0.024,0.0115325857923946,0.0364674142076054,0.04,0.0278543242262935,0.0521456757737065,0.054,0.0422426796803013,0.0657573203196987
"Bayes_TTest_VarEqual","Cauchy",16871302,1000,10,100,2,1,1,0,0.072,0.0509435043462593,0.0930564956537407,0.117,0.0970781643014505,0.136921835698549,0.152,0.133323924437934,0.170676075562066
"Bayes_TTest_VarEqual","Cauchy",55609114,1000,10,100,2,0.5,0.5,0,0.139,0.110819101577416,0.167180898422584,0.253,0.226055096481895,0.279944903518105,0.321,0.296714150149212,0.345285849850788
"Bayes_TTest_VarEqual","Cauchy",227973,1000,10,100,2,2,2,0,0.057,0.0381140370704589,0.0758859629295411,0.085,0.0677147334414537,0.102285266558546,0.118,0.1012180973099,0.1347819026901
"Bayes_TTest_VarEqual","Cauchy",305696928,1000,10,100,2,0.5,2,0,0.013,0.00377266875765262,0.0222273312423474,0.023,0.0137088970730058,0.0322911029269942,0.03,0.0211261435948061,0.0388738564051939
"Bayes_TTest_VarEqual","Cauchy",290672663,1000,10,100,2,1,2,0,0.027,0.0137966492398331,0.0402033507601669,0.052,0.038238622394542,0.065761377605458,0.067,0.0539939887446227,0.0800060112553773
"Bayes_TTest_VarEqual","Cauchy",28137234,1000,10,100,2.5,1,1,0,0.095,0.0711146312232781,0.118885368776722,0.162,0.139163182148119,0.184836817851881,0.21,0.188812042394322,0.231187957605678
"Bayes_TTest_VarEqual","Cauchy",11998969,1000,10,100,2.5,0.5,0.5,0,0.224,0.190037415772294,0.257962584227706,0.343,0.313577076936511,0.372422923063489,0.409,0.383424667021229,0.434575332978771
"Bayes_TTest_VarEqual","Cauchy",2235308,1000,10,100,2.5,2,2,0,0.054,0.0355885366908548,0.0724114633091452,0.094,0.0759122687326464,0.112087731267354,0.13,0.112505674419973,0.147494325580027
"Bayes_TTest_VarEqual","Cauchy",8555557,1000,10,100,2.5,0.5,2,0,0.012,0.00313017698846251,0.0208698230115375,0.024,0.0145139239724742,0.0334860760275258,0.038,0.0280540737032693,0.0479459262967307
"Bayes_TTest_VarEqual","Cauchy",778825,1000,10,100,2.5,1,2,0,0.029,0.0153304419828584,0.0426695580171416,0.052,0.038238622394542,0.065761377605458,0.07,0.0567273880679047,0.0832726119320954
