"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BWS","Cauchy",2129363,10000,100,100,1,0.5,2,0,0.9993,0.998618693044967,0.999981306955033,1,1,1,1,1,1,10000,10000,9993
"BWS","Cauchy",275778,10000,100,100,1,1,2,0,0.8089,0.798772001696569,0.819027998303431,0.955,0.950936839161441,0.959063160838559,0.9816,0.979389237503123,0.983810762496877,9816,9550,8089
"BWS","Cauchy",23983,10000,100,100,1.5,1,1,0,0.9995,0.998924132909779,1.00007586709022,1,1,1,1,1,1,10000,10000,9995
"BWS","Cauchy",27842,10000,100,100,1.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",105451112,10000,100,100,1.5,2,2,0,0.6486,0.636301979591011,0.660898020408989,0.8446,0.837499202671925,0.851700797328075,0.915,0.910412396111531,0.919587603888469,9150,8446,6486
"BWS","Cauchy",321793,10000,100,100,1.5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",34677462,10000,100,100,1.5,1,2,0,0.9798,0.976175982710293,0.983424017289707,0.9977,0.996761098624136,0.998638901375864,0.9992,0.998734909885721,0.999665090114279,9992,9977,9798
"BWS","Cauchy",58811570,10000,100,100,2,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",23704,10000,100,100,2,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",668489,10000,100,100,2,2,2,0,0.9078,0.900347424088624,0.915252575911376,0.9782,0.975337812060398,0.981062187939601,0.9916,0.990098678153226,0.993101321846774,9916,9782,9078
"BWS","Cauchy",69008556,10000,100,100,2,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",79993857,10000,100,100,2,1,2,0,0.9987,0.997771813901281,0.99962818609872,1,1,1,1,1,1,10000,10000,9987
"BWS","Cauchy",20318,10000,100,100,2.5,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",31935860,10000,100,100,2.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",37747,10000,100,100,2.5,2,2,0,0.9881,0.98530668580069,0.990893314199309,0.9984,0.997616627451081,0.999183372548919,0.9998,0.999567385133966,1.00003261486603,9998,9984,9881
"BWS","Cauchy",2703001,10000,100,100,2.5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",2777443,10000,100,100,2.5,1,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",23060696,10000,100,100,5,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",510505,10000,100,100,5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",857649,10000,100,100,5,2,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",52701296,10000,100,100,5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",71737,10000,100,100,5,1,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",11017668,10000,100,100,5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",309065603,10000,100,100,0.5,0.5,1,0,0.7999,0.789594068503031,0.810205931496969,0.9495,0.945208103454182,0.953791896545818,0.9786,0.976219460485709,0.980980539514291,9786,9495,7999
"BWS","Cauchy",11583641,10000,100,100,1,0.5,1,0,0.9991,0.998327547838281,0.999872452161719,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9991
