"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BWS","Normal2Var",136152845,10000,100,100,2,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",3078455,10000,100,100,2.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",3591741,10000,100,100,1,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",15321534,10000,100,100,1,3,5,0,0.8021,0.791836794757641,0.812363205242359,0.959,0.955113512248829,0.962886487751171,0.9843,0.982255065174688,0.986344934825312,9843,9590,8021
"BWS","Normal2Var",12669832,10000,100,100,1,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",6150996,10000,100,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",116993266,10000,100,100,5,3,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",1159222,10000,100,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",54062,10000,10,100,0.5,1,3,0,0.0853,0.078104520937393,0.092495479062607,0.5285,0.51871593305215,0.538284066947849,0.8035,0.796963577441033,0.810036422558967,8035,5285,853
"BWS","Normal2Var",52922,10000,10,100,1.5,1,3,0,0.6635,0.651328086522555,0.675671913477445,0.949,0.944688044545685,0.953311955454315,0.9887,0.986961249006679,0.990438750993321,9887,9490,6635
"BWS","Normal2Var",4020755,10000,10,100,2,1,3,0,0.9087,0.901280211747263,0.916119788252737,0.9949,0.993503853876415,0.996296146123585,0.9991,0.998606722124989,0.999593277875011,9991,9949,9087
"BWS","Normal2Var",35131,10000,10,100,2.5,1,3,0,0.9902,0.987662416407821,0.992737583592179,0.9998,0.999522841861747,1.00007715813825,1,1,1,10000,9998,9902
"BWS","Normal2Var",154411,10000,10,100,0.5,3,5,0,0.013,0.0100820616549351,0.0159179383450649,0.0993,0.0934383379352269,0.105161662064773,0.2148,0.208044255967815,0.221555744032185,2148,993,130
"BWS","Normal2Var",36638809,10000,10,100,1.5,3,5,0,0.0842,0.0770467694274589,0.091353230572541,0.2922,0.283286434579496,0.301113565420504,0.4514,0.443213946450267,0.459586053549733,4514,2922,842
"BWS","Normal2Var",1300842,10000,10,100,2,3,5,0,0.1709,0.161203380642897,0.180596619357103,0.4496,0.439849914249895,0.459350085750105,0.6211,0.61311988831463,0.62908011168537,6211,4496,1709
"BWS","Normal2Var",926227,10000,10,100,2.5,3,5,0,0.2833,0.271692522561937,0.294907477438063,0.6001,0.5904984005,0.6097015995,0.7529,0.745804697373757,0.759995302626243,7529,6001,2833
"BWS","Normal2Var",36802018,10000,10,100,0.5,1,5,0,0.2266,0.215816049261549,0.237383950738451,0.9329,0.927996175964168,0.937803824035832,0.9952,0.994063049113462,0.996336950886538,9952,9329,2266
"BWS","Normal2Var",594551,10000,10,100,1.5,1,5,0,0.6229,0.610415151107731,0.635384848892269,0.9876,0.985431010475267,0.989768989524733,0.9987,0.998107272464133,0.999292727535867,9987,9876,6229
"BWS","Normal2Var",313226562,10000,10,100,2,1,5,0,0.8126,0.802547616214836,0.822652383785164,0.9965,0.995342479356556,0.997657520643444,1,1,1,10000,9965,8126
"BWS","Normal2Var",1395515,10000,10,100,2.5,1,5,0,0.94,0.933882338956758,0.946117661043242,0.9998,0.999522841861747,1.00007715813825,1,1,1,10000,9998,9400
"BWS","Normal2Var",272767915,10000,10,100,1,1,3,0,0.3172,0.305211655781935,0.329188344218065,0.8007,0.792870308782487,0.808529691217513,0.9381,0.934135980385395,0.942064019614605,9381,8007,3172
"BWS","Normal2Var",2244702,10000,10,100,1,3,5,0,0.0351,0.0303593207742957,0.0398406792257043,0.1746,0.167159357760623,0.182040642239377,0.3175,0.309842463158144,0.325157536841856,3175,1746,351
"BWS","Normal2Var",195311,10000,10,100,1,1,5,0,0.4013,0.388673439394283,0.413926560605717,0.9662,0.962658005046644,0.969741994953356,0.9971,0.996215425818275,0.997984574181725,9971,9662,4013
"BWS","Normal2Var",21994,10000,10,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",2223166,10000,10,100,5,3,5,0,0.9376,0.93136915492696,0.94383084507304,0.991,0.989148967034329,0.992851032965671,0.9976,0.996795085514107,0.998404914485893,9976,9910,9376
"BWS","Normal2Var",1594256,10000,10,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
