"method","distribution","seed","N","n1","n2","delta","sd","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"AD","Logistic",16207523,10000,100,100,1.5,2,0,0.6659,0.653749655157365,0.678050344842635,0.8491,0.842084152964153,0.856115847035847,0.908,0.903245523116052,0.912754476883949,9080,8491,6659
"AD","Logistic",771939,10000,100,100,2,2,0,0.923,0.916132604306609,0.929867395693391,0.9801,0.977362728950506,0.982837271049494,0.9898,0.988147126134304,0.991452873865696,9898,9801,9230
"AD","Logistic",6743040,10000,100,100,2.5,2,0,0.9916,0.989248993873988,0.993951006126012,0.9984,0.997616627451081,0.999183372548919,0.9996,0.999271065806581,0.999928934193419,9996,9984,9916
"AD","Logistic",17736,10000,100,100,3,2,0,0.9997,0.999253890643434,1.00014610935657,1,1,1,1,1,1,10000,10000,9997
"AD","Logistic",277381189,10000,100,100,5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Logistic",674622,10000,10,100,0,1,1,0.0104,0.00778668132697445,0.0130133186730255,0.048,0.0438101819418977,0.0521898180581023,0.0967,0.0918382217719465,0.101561778228053,967,480,104
"AD","Logistic",24454518,10000,10,100,0,3,1,0.0106,0.00796193954184822,0.0132380604581518,0.0511,0.0467840466213825,0.0554159533786175,0.1049,0.0998593165509055,0.109940683449094,1049,511,106
"AD","Logistic",468155,10000,10,100,0,5,1,0.0094,0.00691424141894994,0.0118857585810501,0.0517,0.0473601550053487,0.0560398449946513,0.1004,0.0954562388302427,0.105343761169757,1004,517,94
"AD","Logistic",19065,10000,10,100,0,2,1,0.0089,0.00648064499126234,0.0113193550087377,0.0471,0.0429476859927987,0.0512523140072013,0.0993,0.0943803907670654,0.104219609232935,993,471,89
"AD","Logistic",7383806,10000,10,100,0.5,1,0,0.0424,0.037209360639206,0.047590639360794,0.1419,0.135060628094452,0.148739371905548,0.226,0.219119965718835,0.232880034281165,2260,1419,424
"AD","Logistic",22437574,10000,10,100,1.5,1,0,0.4719,0.459040356439961,0.484759643560039,0.7136,0.704739259886082,0.722460740113918,0.8106,0.804154461760016,0.817045538239984,8106,7136,4719
"AD","Logistic",75488591,10000,10,100,2,1,0,0.7797,0.769023795736554,0.790376204263446,0.9211,0.915816180611868,0.926383819388132,0.9593,0.956049573656461,0.962550426343539,9593,9211,7797
"AD","Logistic",33406,10000,10,100,2.5,1,0,0.9422,0.936188521089547,0.948211478910453,0.9855,0.983157021050031,0.98784297894997,0.9926,0.991190163021091,0.994009836978909,9926,9855,9422
"AD","Logistic",107884118,10000,10,100,0.5,3,0,0.0134,0.0104381107640318,0.0163618892359682,0.0609,0.0562127227999189,0.0655872772000811,0.1169,0.11161459708064,0.12218540291936,1169,609,134
"AD","Logistic",1227006,10000,10,100,1.5,3,0,0.0394,0.0343885285477353,0.0444114714522647,0.1299,0.123310609715732,0.136489390284268,0.2096,0.202904469276181,0.216295530723819,2096,1299,394
"AD","Logistic",46524512,10000,10,100,2,3,0,0.0734,0.0666819994265151,0.0801180005734849,0.202,0.194130752554405,0.209869247445595,0.2997,0.292163818715969,0.307236181284031,2997,2020,734
"AD","Logistic",190473703,10000,10,100,2.5,3,0,0.117,0.108720213442751,0.125279786557249,0.2893,0.28041262621909,0.29818737378091,0.4026,0.394532566453506,0.410667433546494,4026,2893,1170
"AD","Logistic",11996850,10000,10,100,1,1,0,0.1889,0.178816784749501,0.198983215250499,0.4036,0.39398386686415,0.41321613313585,0.5225,0.514283332032729,0.530716667967271,5225,4036,1889
"AD","Logistic",57667,10000,10,100,1,3,0,0.0223,0.0184963451818947,0.0261036548181053,0.0876,0.0820588390784602,0.0931411609215398,0.1525,0.146586144924047,0.158413855075953,1525,876,223
"AD","Logistic",828943,10000,10,100,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Logistic",207949,10000,10,100,5,3,0,0.5805,0.567788027247606,0.593211972752394,0.8001,0.792261470382884,0.807938529617116,0.8769,0.87149532026851,0.88230467973149,8769,8001,5805
"AD","Logistic",136196,10000,10,100,0.5,5,0,0.0097,0.00717526898390819,0.0122247310160918,0.0531,0.048705035310449,0.057494964689551,0.108,0.102894242226662,0.113105757773338,1080,531,97
"AD","Logistic",74602109,10000,10,100,1,5,0,0.0137,0.0107055941757577,0.0166944058242423,0.0639,0.0591063356347779,0.0686936643652221,0.1256,0.120148502761112,0.131051497238888,1256,639,137
"AD","Logistic",21176278,10000,10,100,1.5,5,0,0.0216,0.0178551799248904,0.0253448200751096,0.0843,0.0788543908695537,0.0897456091304463,0.1497,0.143831016453356,0.155568983546644,1497,843,216
"AD","Logistic",350050567,10000,10,100,2,5,0,0.0273,0.023102249324877,0.031497750675123,0.102,0.0960680931092944,0.107931906890706,0.1728,0.166580678120052,0.179019321879948,1728,1020,273
"AD","Logistic",7078726,10000,10,100,2.5,5,0,0.0448,0.0394711680741746,0.0501288319258254,0.1364,0.129673028722642,0.143126971277358,0.2259,0.21902104368476,0.23277895631524,2259,1364,448
"AD","Logistic",605733,10000,10,100,5,5,0,0.1834,0.173431031765496,0.193368968234504,0.3905,0.380937896384163,0.400062103615837,0.5174,0.50917998191078,0.52562001808922,5174,3905,1834
"AD","Logistic",31859497,10000,10,100,3,1,0,0.9924,0.990162845218179,0.994637154781821,0.9989,0.998250299171618,0.999549700828382,0.9994,0.998997179837769,0.999802820162231,9994,9989,9924
"AD","Logistic",44748,10000,10,100,3,3,0,0.1836,0.173626819134062,0.193573180865938,0.3893,0.37974320581358,0.39885679418642,0.513,0.504777780519987,0.521222219480013,5130,3893,1836
"AD","Logistic",30077,10000,10,100,3,5,0,0.0551,0.0492222030036225,0.0609777969963775,0.1726,0.165193138475819,0.180006861524181,0.2668,0.259524379414758,0.274075620585242,2668,1726,551
"AD","Logistic",95068,10000,10,100,0.5,2,0,0.0194,0.0158470207748336,0.0229529792251664,0.076,0.0708060369812637,0.0811939630187363,0.1336,0.128003347357429,0.139196652642571,1336,760,194
"AD","Logistic",470373,10000,10,100,1,2,0,0.0416,0.0364564149362002,0.0467435850637998,0.1385,0.131729689309936,0.145270310690064,0.2226,0.215756933657555,0.229443066342445,2226,1385,416
"AD","Logistic",127271,10000,10,100,1.5,2,0,0.0966,0.0889901785848192,0.104209821415181,0.2528,0.244281501764654,0.261318498235346,0.3641,0.356184640321377,0.372015359678623,3641,2528,966
"AD","Logistic",3712415,10000,10,100,2,2,0,0.1796,0.169711922748988,0.189488077251012,0.387,0.377453552442924,0.396546447557076,0.5182,0.50998045070409,0.52641954929591,5182,3870,1796
"AD","Logistic",188793730,10000,10,100,2.5,2,0,0.3126,0.30065887871579,0.32454112128421,0.5623,0.552576370860959,0.572023629139041,0.6809,0.673232196559511,0.688567803440489,6809,5623,3126
"AD","Logistic",279727,10000,10,100,3,2,0,0.4763,0.463434477270711,0.489165522729289,0.7241,0.715339453576951,0.732860546423049,0.8201,0.813781486904819,0.826418513095181,8201,7241,4763
"AD","Logistic",10506059,10000,10,100,5,2,0,0.9423,0.936293404853655,0.948306595146345,0.9867,0.984454699588563,0.988945300411437,0.9937,0.992398441112829,0.995001558887171,9937,9867,9423
